title,company,skills,link
,Maxgen Technologies,.,https://www.timesjobs.com/job-detail/summer-internship-in-ahmedabad-maxgen-technologies-ahmedabad-mehsana-rajkot-surat-surendranagar-0-to-1-yrs-jobid-adgEpd4ZiG1zpSvf__PLUS__uAgZw==&source=srp
,Rina Israni,"Good Communication Skills , Creative , Hardworking , Punctuality , Honesty , Supportive , Dedicated , Team Player , Positive Attitude , Punctual",https://www.timesjobs.com/job-detail/business-analytics-manager-oil-and-gas-company-andaman-nicobar-chandigarh-daman-diu-lakshdweep-pondicherry-puducherry-5-to-10-yrs-jobid-FBwanjig6exzpSvf__PLUS__uAgZw==&source=srp
,Maxgen Technologies,"project , 15 days",https://www.timesjobs.com/job-detail/summer-internship-in-ahmedabad-maxgen-technologies-ahmedabad-mehsana-rajkot-surat-surendranagar-0-to-1-yrs-jobid-iipRfuxPcc5zpSvf__PLUS__uAgZw==&source=srp
,Maxgen Technologies,summer,https://www.timesjobs.com/job-detail/summer-internship-in-ahmedabad-maxgen-technologies-pune-jalgaon-kolhapur-nagpur-solapur-0-to-1-yrs-jobid-__PLUS__9Fd__SLASH__RJhxrJzpSvf__PLUS__uAgZw==&source=srp
,LTIMindtree Ltd.,"SQL , Power BI , Kusto",https://www.timesjobs.com/job-detail/power-bi-sql-lead-ltimindtree-ltd-hyderabad-secunderabad-8-to-12-yrs-jobid-kC9g__SLASH__XSI77tzpSvf__PLUS__uAgZw==&source=srp
,Maxgen Technologies,.,https://www.timesjobs.com/job-detail/gtu-internship-in-ahmedabad-maxgen-technologies-ahmedabad-bhavnagar-gandhinagar-jamnagar-mehsana-0-to-1-yrs-jobid-IvULpdlMozJzpSvf__PLUS__uAgZw==&source=srp
,Maxgen Technologies,summer,https://www.timesjobs.com/job-detail/summer-internship-in-ahmedabad-maxgen-technologies-ahmedabad-bhavnagar-gandhinagar-jamnagar-mehsana-0-to-1-yrs-jobid-0vfTNO5UK3tzpSvf__PLUS__uAgZw==&source=srp
,Maxgen Technologies,college project,https://www.timesjobs.com/job-detail/summer-internship-in-pune-maxgen-technologies-pune-jalgaon-kolhapur-nagpur-solapur-0-to-1-yrs-jobid-qTuhlhl3iWZzpSvf__PLUS__uAgZw==&source=srp
,Maxgen Technologies,.,https://www.timesjobs.com/job-detail/summer-internship-in-pune-maxgen-technologies-pune-jalgaon-kolhapur-nagpur-solapur-0-to-1-yrs-jobid-iOHjycG94XBzpSvf__PLUS__uAgZw==&source=srp
,Maxgen Technologies,.,https://www.timesjobs.com/job-detail/summer-internship-in-pune-maxgen-technologies-pune-jalgaon-kolhapur-nagpur-solapur-0-to-1-yrs-jobid-hr1b84x__SLASH__4eBzpSvf__PLUS__uAgZw==&source=srp
,Maxgen Technologies,.,https://www.timesjobs.com/job-detail/summer-internship-in-pune-maxgen-technologies-pune-jalgaon-kolhapur-nagpur-solapur-0-to-1-yrs-jobid-yQY__PLUS__XdzmcV9zpSvf__PLUS__uAgZw==&source=srp
,Maxgen Technologies,.,https://www.timesjobs.com/job-detail/summer-internship-in-pune-maxgen-technologies-pune-amravati-aurangabad-sangli-satara-0-to-1-yrs-jobid-NiRM__PLUS__IZJxTVzpSvf__PLUS__uAgZw==&source=srp
,tresvista financial services,"business analytics ,dataanalyst, data science , predictive analysis",https://www.timesjobs.com/job-detail/vice-president-tresvista-financial-services-10-to-13-yrs-jobid-vtt2m2lMoxVzpSvf__PLUS__uAgZw==&source=srp
,SEVEN CONSULTANCY,"impact analysis , data analytics , data analysis , business analytics ,dataanalyst",https://www.timesjobs.com/job-detail/sr-manager-analytics-seven-consultancy-shimla-6-to-8-yrs-jobid-OV__PLUS__TUfyVJxlzpSvf__PLUS__uAgZw==&source=srp
,tresvista financial services,"business analytics ,dataanalyst, data science , predictive analysis",https://www.timesjobs.com/job-detail/vice-president-tresvista-financial-services-10-to-13-yrs-jobid-OCvjEi__PLUS__0hoxzpSvf__PLUS__uAgZw==&source=srp
,TERADATA INDIA PVT LTD,"sql queries , notebooks , data science ,dataanalyst, cloud services , data analytics , mx , database",https://www.timesjobs.com/job-detail/data-enablement-for-teradata-vantage-intern-teradata-india-pvt-ltd-mexico-0-to-3-yrs-jobid-RmPYAtdDN5FzpSvf__PLUS__uAgZw==&source=srp
,Veeva Systems,"sql , database , software engineering , san , data analytics , customer success , consulting ,dataanalyst, data governance , analyst , forms",https://www.timesjobs.com/job-detail/real-world-data-rwd-analyst-link-sitebase-veeva-systems-1-to-4-yrs-jobid-HF__SLASH__pMK8cmFNzpSvf__PLUS__uAgZw==&source=srp
,Veeva Systems,"sql , database , software engineering , san , data analytics , customer success , consulting ,dataanalyst, data governance , analyst , forms",https://www.timesjobs.com/job-detail/real-world-data-rwd-analyst-link-sitebase-veeva-systems-1-to-4-yrs-jobid-IIeylAWqZAhzpSvf__PLUS__uAgZw==&source=srp
,Veeva Systems,"sql , database , software engineering , san , data analytics , customer success , consulting ,dataanalyst, data governance , analyst , forms",https://www.timesjobs.com/job-detail/real-world-data-rwd-analyst-link-sitebase-veeva-systems-germany-1-to-4-yrs-jobid-d2tct__SLASH__faXtJzpSvf__PLUS__uAgZw==&source=srp
,Analytics Vidhya,"visualization , business requirements , business analyst , dashboards , sql , software engineering , data visualization , consulting , mobile ,dataanalyst, tableau",https://www.timesjobs.com/job-detail/manager-data-analytics-visualization-analytics-vidhya-bengaluru-bangalore-12-to-14-yrs-jobid-e3__PLUS__DLXT8kFRzpSvf__PLUS__uAgZw==&source=srp
,statxo analytics,"visualization , dashboards , sql , advanced excel , telecom , arima , macros , data analysis ,dataanalyst, alteryx , tableau , written communication",https://www.timesjobs.com/job-detail/procurement-supply-chain-analytics-statxo-analytics-gurgaon-3-to-8-yrs-jobid-RDqKi__PLUS__TmAiJzpSvf__PLUS__uAgZw==&source=srp
,crescendo global,"vba , sql , data analytics , automation , client management , data mining ,dataanalyst, alteryx",https://www.timesjobs.com/job-detail/data-analytics-vba-sql-r-3-years-gurgaon-job-in-gurgaon-crescendo-global-gurgaon-4-to-6-yrs-jobid-j6TGdRi3jFxzpSvf__PLUS__uAgZw==&source=srp
,SEVEN CONSULTANCY,"mobile , business analysis , business analyst ,dataanalyst, consultant , advanced excel , business consulting , statistical modeling , predictive analysis",https://www.timesjobs.com/job-detail/sr-business-analyst-seven-consultancy-bengaluru-bangalore-3-to-6-yrs-jobid-qveQY22MSmtzpSvf__PLUS__uAgZw==&source=srp
,Veeva Systems,"sql , database , software engineering , san , data analytics , customer success , consulting ,dataanalyst, data governance , analyst , forms",https://www.timesjobs.com/job-detail/real-world-data-rwd-analyst-link-sitebase-veeva-systems-1-to-4-yrs-jobid-ilvq0rV2745zpSvf__PLUS__uAgZw==&source=srp
,Veeva Systems,"sql , database , software engineering , san , data analytics , customer success , consulting ,dataanalyst, data governance , analyst , forms",https://www.timesjobs.com/job-detail/real-world-data-rwd-analyst-link-sitebase-veeva-systems-1-to-4-yrs-jobid-pH7mWX4WNJFzpSvf__PLUS__uAgZw==&source=srp
,Veeva Systems,"sql , database , software engineering , san , data analytics , customer success , consulting ,dataanalyst, data governance , analyst , forms",https://www.timesjobs.com/job-detail/real-world-data-rwd-analyst-link-sitebase-veeva-systems-germany-1-to-4-yrs-jobid-WwTFIJwhR21zpSvf__PLUS__uAgZw==&source=srp
,IDP EDUCATION INDIA PVT LTD,"visualization , data mining , bi , dashboards , sql , data visualization , data analysis , mobile ,dataanalyst, tableau , analyst",https://www.timesjobs.com/job-detail/digital-analytics-analyst-idp-education-india-pvt-ltd-chennai-3-to-4-yrs-jobid-D__PLUS__fH2Pnx6TNzpSvf__PLUS__uAgZw==&source=srp
,IBM India Pvt Ltd,"marketing analytics , data analysis , communication , business acumen , sql / r / python , computer programming , dashboards , data visualization ,dataanalyst, tableau",https://www.timesjobs.com/job-detail/analytics-professional-ibm-india-pvt-ltd-bengaluru-bangalore-5-to-9-yrs-jobid-Jvrx3DvLqJJzpSvf__PLUS__uAgZw==&source=srp
,AMAZON INDIA PVT LTD,"data analysis , business acumen , communication , data visualization , process efficiency , business analyst , dashboards , sql , data analytics ,dataanalyst, tableau , vba",https://www.timesjobs.com/job-detail/business-analyst-i-last-mile-analytics-and-quality-lmaq-amazon-india-pvt-ltd-hyderabad-secunderabad-1-to-2-yrs-jobid-4IeXVnH2OpVzpSvf__PLUS__uAgZw==&source=srp
,Vestas Wind Technology India Pvt Ltd,"data analytics , business intelligence , sql programming , bi tools , statistical analysis , authoring , storage , dashboards , advanced analytics , rdbms ,dataanalyst, forms",https://www.timesjobs.com/job-detail/analyst-ndt-operations-job-details-vestas-vestas-wind-technology-india-pvt-ltd-chennai-4-to-7-yrs-jobid-__PLUS__t2__SLASH__gsda4qRzpSvf__PLUS__uAgZw==&source=srp
,IQVIA,"data management , project management , data analytics , business intelligence , client relationship , advanced analytics , data science ,dataanalyst, ds",https://www.timesjobs.com/job-detail/data-and-analytics-project-manager-pm-i-iqvia-solutions-iqvia-japan-2-to-5-yrs-jobid-__SLASH__I3JVAnL7vhzpSvf__PLUS__uAgZw==&source=srp
,Allstate India,"data analysis , supplier diversity , power bi , stakeholder management , procurement reporting , user stories , dashboards , sql , data analytics ,dataanalyst",https://www.timesjobs.com/job-detail/senior-lead-consultant-supplier-diversity-job-details-allstate-insurance-company-allstate-india-bengaluru-bangalore-null-3-to-9-yrs-jobid-nTFEvKjrecNzpSvf__PLUS__uAgZw==&source=srp
,Allstate India,"data analysis , report preparation , supplier diversity , business analytics , power bi , user stories , dashboards , sql , data analytics ,dataanalyst",https://www.timesjobs.com/job-detail/senior-lead-consultant-supplier-diversity-allstate-india-bengaluru-bangalore-null-5-to-7-yrs-jobid-MbWv__SLASH__x__SLASH__bzzxzpSvf__PLUS__uAgZw==&source=srp
,SEVEN CONSULTANCY,"data analytics , big data analytics , data mining , data reports ,dataanalyst, database , data science , data scientist , analyst",https://www.timesjobs.com/job-detail/data-analytics-manager-seven-consultancy-bengaluru-bangalore-0-to-3-yrs-jobid-z2xgDIWqELVzpSvf__PLUS__uAgZw==&source=srp
,IDP EDUCATION INDIA PVT LTD,"data analysis , digital analytics , google analytics , google tag manager , data visualization , data mining , bi , dashboards , sql , mobile ,dataanalyst, tableau",https://www.timesjobs.com/job-detail/digital-analytics-analyst-idp-education-india-pvt-ltd-chennai-3-to-4-yrs-jobid-g71hMS8i8CdzpSvf__PLUS__uAgZw==&source=srp
,SEVEN CONSULTANCY,"data analytics , big data analytics , data mining , data reports ,dataanalyst, database , data science , data scientist , analyst",https://www.timesjobs.com/job-detail/senior-senior-database-administrator-seven-consultancy-delhi-delhi-ncr-0-to-3-yrs-jobid-dQQZ9sm2YYZzpSvf__PLUS__uAgZw==&source=srp
,SEVEN CONSULTANCY,"data analytics , big data analytics , data mining , data reports ,dataanalyst, database , data science , data scientist , analyst",https://www.timesjobs.com/job-detail/data-analytics-manager-seven-consultancy-delhi-delhi-ncr-6-to-9-yrs-jobid-8pq6Wmb0DThzpSvf__PLUS__uAgZw==&source=srp
,Lubrizol Corporation,"data analysis , power bi , sap systems , communication skills , analytical skills , business requirements , business analyst , dashboards , business analytics ,dataanalyst, senior business analyst , statistical analysis",https://www.timesjobs.com/job-detail/business-analyst-job-details-lubrizol-corporation-lubrizol-corporation-pune-5-to-8-yrs-jobid-qAQhdzqh7ZRzpSvf__PLUS__uAgZw==&source=srp
,TARGET,"analytics / data science , sql , digital analytics , r , python , big data , data analytics , data analysis , linear regression ,dataanalyst, business intelligence reporting , logisticregression",https://www.timesjobs.com/job-detail/we-re-hiring-target-bengaluru-bangalore-null-4-to-9-yrs-jobid-2M__PLUS__mgw6Y6FxzpSvf__PLUS__uAgZw==&source=srp
,TARGET,"data analysis , sql , analytics experience , digital analytics , communication skills , data analytics , linear regression ,dataanalyst, business intelligence reporting , data science , logisticregression",https://www.timesjobs.com/job-detail/we-re-hiring-target-bengaluru-bangalore-null-4-to-9-yrs-jobid-NQF2YmcWa__PLUS__tzpSvf__PLUS__uAgZw==&source=srp
,Lubrizol Corporation,"data analysis , microsoft power platform , sql programming , data governance , problem solving , storage , database , information management , system analyst ,dataanalyst, process documentation",https://www.timesjobs.com/job-detail/data-systems-analyst-job-details-lubrizol-corporation-lubrizol-corporation-pune-2-to-5-yrs-jobid-voV1NRCOhntzpSvf__PLUS__uAgZw==&source=srp
,Target Corporation India Pvt Ltd,"data analysis , sql , digital analytics , statistical modeling , communication skills , data analytics , linear regression ,dataanalyst, business intelligence reporting , data science , logisticregression",https://www.timesjobs.com/job-detail/we-re-hiring-target-corporation-india-pvt-ltd-bengaluru-bangalore-null-4-to-10-yrs-jobid-TLQkozXe0vdzpSvf__PLUS__uAgZw==&source=srp
,Google India Pvt Ltd,"data analysis , data science , statistical methods , predictive analytics , communication skills , sql , database , data scientist , data visualization , advanced analytics , consulting ,dataanalyst, tableau , statistical analysis",https://www.timesjobs.com/job-detail/business-data-scientist-finance-google-india-pvt-ltd-5-to-7-yrs-jobid-1t7o__SLASH__1Mra__SLASH__NzpSvf__PLUS__uAgZw==&source=srp
,BOSTON SCIENTIFIC,"data analysis , reporting , dashboard design , collaboration , process improvement , visualization , business requirements , bi , dashboards , sql , database , advanced excel , data visualization ,dataanalyst, alteryx , tableau , vba",https://www.timesjobs.com/job-detail/analyst-ii-reporting-coe-job-details-boston-scientific-boston-scientific-gurgaon-5-to-8-yrs-jobid-Isg8oS5__PLUS__zahzpSvf__PLUS__uAgZw==&source=srp
,Sigmoid,"data analytics , data visualization , business intelligence , statistical / ml techniques , team management , san , advanced analytics , spotfire , bi ,dataanalyst, tableau , data science , client interaction , sql database",https://www.timesjobs.com/job-detail/manager-analytics-sigmoid-bengaluru-bangalore-5-to-8-yrs-jobid-cbw2LhzHE8JzpSvf__PLUS__uAgZw==&source=srp
,Colgate-Palmolive  ( India ),"business analytics , data insights , data transformation , visualization tools , communication skills , information technology , business requirements , dashboards , data visualization , client facing , business environment ,dataanalyst, tableau , written communication",https://www.timesjobs.com/job-detail/sr-analyst-business-analytics-job-details-colgate-palmolive-company-colgate-palmolive-india-mumbai-2-to-3-yrs-jobid-o6VQyDAnV5JzpSvf__PLUS__uAgZw==&source=srp
,Corning,"data analytics , power bi , data modeling , dax queries , supply chain management , gsm , business requirements , it tools , dashboards , sql , database , data science , data scientist ,dataanalyst, alteryx",https://www.timesjobs.com/job-detail/data-analytics-developer-job-details-corning-corning-gurgaon-4-to-6-yrs-jobid-sYZNXuzSZYlzpSvf__PLUS__uAgZw==&source=srp
,AMAZON INDIA PVT LTD,"data analytics , business insights , data visualization , process improvement , communication skills , business analyst , dashboards , sql , security , program manager , data analysis ,dataanalyst, tableau , vba",https://www.timesjobs.com/job-detail/business-analyst-i-lat-mile-analytics-and-quality-lmaq-amazon-india-pvt-ltd-hyderabad-secunderabad-1-to-2-yrs-jobid-T8cZQgKo3__SLASH__BzpSvf__PLUS__uAgZw==&source=srp
,autodesk india pvt ltd,"mathematical modeling , data analysis , decision support , business analysis , data interpretation , information technology , dashboards , san , mining ,dataanalyst, tableau , consultant , statistical analysis",https://www.timesjobs.com/job-detail/business-analyst-sales-strategy-and-insights-autodesk-india-pvt-ltd-san-francisco-3-to-5-yrs-jobid-wwbozgo2ajNzpSvf__PLUS__uAgZw==&source=srp
,Google India Pvt Ltd,"data analysis , statistical methods , predictive analytics , data visualization , communication , sql , database , data science , data scientist , advanced analytics , consulting ,dataanalyst, tableau , statistical analysis",https://www.timesjobs.com/job-detail/business-data-scientist-finance-google-india-pvt-ltd-5-to-8-yrs-jobid-M6aigkciAD9zpSvf__PLUS__uAgZw==&source=srp
,kelly outsourcing,"dataanalyst, sales forecasting , matlab , sql , python , visualization , data mining , bi , spss , database , data science , sap bw , advanced analytics , sas , spotfire , predictive analytics , business process",https://www.timesjobs.com/job-detail/advanced-sales-analyst-kelly-outsourcing-bengaluru-bangalore-5-to-7-yrs-jobid-NNJV1nS6Sj5zpSvf__PLUS__uAgZw==&source=srp
,SEVEN CONSULTANCY,"data mining , spss , data warehousing , sql , data science , xml , data visualization , data analytics , data analysis , sas , information management , big data analytics , consulting ,dataanalyst, business objects , analyst",https://www.timesjobs.com/job-detail/head-data-analytics-seven-consultancy-hyderabad-secunderabad-5-to-8-yrs-jobid-t4z05I8AVnRzpSvf__PLUS__uAgZw==&source=srp
,Sigmoid,"data analytics , data visualization , business intelligence , statistical / ml techniques , team management , san , advanced analytics , spotfire , bi ,dataanalyst, tableau , data science , client interaction , sql database",https://www.timesjobs.com/job-detail/manager-analytics-sigmoid-bengaluru-bangalore-5-to-8-yrs-jobid-EVpGAlk6LZ1zpSvf__PLUS__uAgZw==&source=srp
,SEVEN CONSULTANCY,"data mining , spss , data warehousing , sql , data science , xml , data visualization , data analytics , data analysis , sas , information management , big data analytics ,dataanalyst, business objects , analyst",https://www.timesjobs.com/job-detail/data-analytics-manager-seven-consultancy-mumbai-0-to-3-yrs-jobid-vabsSEG8U4NzpSvf__PLUS__uAgZw==&source=srp
,SEVEN CONSULTANCY,"data mining , spss , data warehousing , sql , data science , xml , data visualization , data analytics , data analysis , sas , information management , big data analytics ,dataanalyst, business objects , analyst",https://www.timesjobs.com/job-detail/data-scientist-seven-consultancy-chennai-4-to-7-yrs-jobid-5ZD__PLUS__FUhlUMJzpSvf__PLUS__uAgZw==&source=srp
,Converse Placement services,"data analysis , market tracking , pricing strategy , communication , stakeholder engagement , bi , data warehousing , dashboards , data science , data visualization , data analytics , reporting analyst , business analytics ,dataanalyst, tableau , statistical analysis , sql programming",https://www.timesjobs.com/job-detail/converse-placement-services-india-pvt-ltd-converse-placement-services-chennai-5-to-7-yrs-jobid-n3__PLUS__RjlKvoChzpSvf__PLUS__uAgZw==&source=srp
,e-con systems india pvt.ltd.,"power bi , data modeling , dax queries , data integration , data visualization , business requirements , dashboards , sql , crm , lead analyst , oracle , data analysis , spotfire ,dataanalyst, alteryx , lead business analyst , business process , data cleaning , data governance",https://www.timesjobs.com/job-detail/job-id-e-con028-e-con-systems-india-pvt-ltd-chennai-7-to-10-yrs-jobid-EDxSF876glJzpSvf__PLUS__uAgZw==&source=srp
,Google India Pvt Ltd,"data analysis , statistical modeling , sql , python programming , cross functional collaboration , job posting , recruitment , workforce , communication , compensation",https://www.timesjobs.com/job-detail/content-operations-analytics-manager-trust-and-safety-part-time-google-india-pvt-ltd-atlanta-6-to-9-yrs-jobid-YZpbMakQuJBzpSvf__PLUS__uAgZw==&source=srp
,IBM India Pvt Ltd,"snowflake platform , sql proficiency , data modeling , etl process , problem solving , application package , storage , database , business environment , logical thinking , production support",https://www.timesjobs.com/job-detail/package-specialist-sap-bw-analytics-ibm-india-pvt-ltd-china-3-to-6-yrs-jobid-71eveHiJ5itzpSvf__PLUS__uAgZw==&source=srp
,BOSTON SCIENTIFIC,"data analytics business strategy sales operations crm management stakeholder engagement , manufacturing , action , machinist , innovation , implementation , harness , cutting",https://www.timesjobs.com/job-detail/principal-commercial-insights-and-analytics-apac-job-details-boston-scientific-boston-scientific-singapore-5-to-8-yrs-jobid-scwXoDcQVMVzpSvf__PLUS__uAgZw==&source=srp
,beam suntory via dynpro,"sales strategy , account management , data analysis , customer service , relationship management , market development , distribution , sales executive , sales management , market intelligence , sales volume , manager , sales development , entrepreneur , marketing , sales automation",https://www.timesjobs.com/job-detail/sales-executive-beam-suntory-via-dynpro-bengaluru-bangalore-10-to-13-yrs-jobid-__PLUS__JMa4VzBDRBzpSvf__PLUS__uAgZw==&source=srp
,AMAZON INDIA PVT LTD,"data engineering , software development , scalability , problem solving , communication , melting , ideas , maintenance",https://www.timesjobs.com/job-detail/data-engineer-building-next-gen-financial-systems-finauto-payables-tech-amazon-india-pvt-ltd-hyderabad-secunderabad-4-to-7-yrs-jobid-rjEfGlMrOBNzpSvf__PLUS__uAgZw==&source=srp
,AMAZON INDIA PVT LTD,"program management , stakeholder engagement , process improvement , data analysis , leadership development , people management , program manager",https://www.timesjobs.com/job-detail/sr-program-manager-whs-whs-central-programs-team-amazon-india-pvt-ltd-bengaluru-bangalore-5-to-8-yrs-jobid-JWnJKSJElvVzpSvf__PLUS__uAgZw==&source=srp
,beam suntory via dynpro,"sales strategy , account management , data analysis , relationship management , conflict resolution , market development , distribution , sales executive , sales management , market intelligence , sales volume , manager , sales development , entrepreneur , marketing , sales automation",https://www.timesjobs.com/job-detail/sales-executive-beam-suntory-via-dynpro-bengaluru-bangalore-1-to-2-yrs-jobid-U2f8OpXSZ31zpSvf__PLUS__uAgZw==&source=srp
,IBM India Pvt Ltd,"requirements engineering , business analysis , sql , business processes , communication skills , java , devops , technical skills",https://www.timesjobs.com/job-detail/business-analyst-f-m-x-ibm-india-pvt-ltd-switzerland-4-to-8-yrs-jobid-TUCuedNFwrRzpSvf__PLUS__uAgZw==&source=srp
,cindrebay school of fashion and interior design,"data mining , salesforce , web development",https://www.timesjobs.com/job-detail/web-analytics-specialist-cindrebay-school-of-fashion-and-interior-design-hyderabad-secunderabad-lucknow-kolkata-pune-bengaluru-bangalore-0-to-3-yrs-jobid-IG5LeeKIx0pzpSvf__PLUS__uAgZw==&source=srp
,Sigmoid,"data analytics , data visualization , business intelligence , problem solving , project management , san , advanced analytics , bi , dashboards , tableau , data science , client interaction , sql database",https://www.timesjobs.com/job-detail/senior-manager-analytics-sigmoid-bengaluru-bangalore-8-to-12-yrs-jobid-wz88p4z99RRzpSvf__PLUS__uAgZw==&source=srp
,netskope software pvt.ltd,"cloud security , data analysis , machine learning , big data , web security , fundamentals , c , artificial intelligence , sql , java , cloud computing , python , nosql , bscs , infrastructure",https://www.timesjobs.com/job-detail/staff-sr-staff-engineer-web-security-netskope-software-pvt-ltd-bengaluru-bangalore-8-to-11-yrs-jobid-5zXdI0M3ofNzpSvf__PLUS__uAgZw==&source=srp
,Peoplegrove,"product management , strategy development , data analytics , team collaboration , project management , building , design , engineering",https://www.timesjobs.com/job-detail/peoplegrove-senior-product-manager-peoplegrove-mumbai-4-to-9-yrs-jobid-kxHZziDlgrpzpSvf__PLUS__uAgZw==&source=srp
,Google India Pvt Ltd,"software development , data analysis , sql programming , data visualization , dashboard development , database development , mysql , python , oracle , infrastructure",https://www.timesjobs.com/job-detail/silicon-infrastructure-and-engineering-developer-google-india-pvt-ltd-5-to-8-yrs-jobid-DmLydK9l1ihzpSvf__PLUS__uAgZw==&source=srp
,AMAZON INDIA PVT LTD,"supply chain management , stakeholder management , people management , problem solving , technical expertise ( python / vba )",https://www.timesjobs.com/job-detail/operations-manager-rbs-instock-amazon-india-pvt-ltd-bengaluru-bangalore-4-to-8-yrs-jobid-X8GHYjBOf25zpSvf__PLUS__uAgZw==&source=srp
,virtusa consulting services pvt. ltd.,"data pipelines , fivetran connectors , cloud data warehousing , sql proficiency , devops best practices , storage , data modeling , infrastructure , etl , data integration , data profiling",https://www.timesjobs.com/job-detail/fivetran-engineer-virtusa-consulting-services-pvt-ltd-chennai-7-to-10-yrs-jobid-q__PLUS__DK2kGoGuxzpSvf__PLUS__uAgZw==&source=srp
,Moody's Corporation,"data enrichment , cloud engineering , operational management , data integration , agile methodologies , c , data warehousing , sql , api , big data , c# , python , nosql , messaging , application support , infrastructure , .net , gateway",https://www.timesjobs.com/job-detail/senior-data-engineer-c-c-c-c-net-moody-s-corporation-uk-3-to-6-yrs-jobid-4EnNeiRR0ZRzpSvf__PLUS__uAgZw==&source=srp
,beam suntory via dynpro,"sales strategy , account management , data analysis , relationship management , market development , distribution , sales executive , sales management , market intelligence , sales volume , manager , sales development , entrepreneur , marketing , sales automation",https://www.timesjobs.com/job-detail/sales-executive-beam-suntory-via-dynpro-bengaluru-bangalore-10-to-13-yrs-jobid-kgWaXga5whZzpSvf__PLUS__uAgZw==&source=srp
,beam suntory via dynpro,"sales strategy , account management , data analysis , industry knowledge , conflict management , market development , distribution , sales executive , sales management , market intelligence , relationship management , sales volume , manager , sales development , entrepreneur , marketing , sales automation",https://www.timesjobs.com/job-detail/sales-executive-beam-suntory-via-dynpro-hyderabad-secunderabad-1-to-9-yrs-jobid-Y9qcLk__SLASH__gJWlzpSvf__PLUS__uAgZw==&source=srp
,beam suntory via dynpro,"sales strategy , account management , data analysis , marketing initiatives , sales automation , assistant sales manager , market development , distribution , sales support , sales management , market intelligence , sales volume , sales development , marketing manager",https://www.timesjobs.com/job-detail/assistant-sales-manager-beam-suntory-via-dynpro-9-to-12-yrs-jobid-L__PLUS__AIVrISU1JzpSvf__PLUS__uAgZw==&source=srp
,Colgate-Palmolive  ( India ),"data analytics , business reporting , communication , visualization tools , collaborative work , information technology , ajax , spring , python , written communication , soap",https://www.timesjobs.com/job-detail/associate-contractual-role-job-details-colgate-palmolive-company-colgate-palmolive-india-mumbai-0-to-1-yrs-jobid-JdiMXf01aUtzpSvf__PLUS__uAgZw==&source=srp
,BOSTON SCIENTIFIC,"data analysis , reporting , process improvement , documentation , audit support , accounts payable , collection , accounting , finance",https://www.timesjobs.com/job-detail/analyst-i-fin-data-mgmt-job-details-boston-scientific-boston-scientific-1-to-4-yrs-jobid-e1V4XQNJ7glzpSvf__PLUS__uAgZw==&source=srp
,dun and bradstreet india pvt ltd,"data quality management , web data analysis , collaboration , compliance , reporting and documentation , qa engineer , data integrity , metrics",https://www.timesjobs.com/job-detail/dun-bradstreet-data-qa-engineer-r-16393-dun-and-bradstreet-india-pvt-ltd-hyderabad-secunderabad-3-to-7-yrs-jobid-iGOmFa__SLASH__KLQxzpSvf__PLUS__uAgZw==&source=srp
,Paytm,"performance marketing , digital marketing , competitive analysis , display advertising , ppc , campaigns , social media , marketing automation",https://www.timesjobs.com/job-detail/paytm-performance-marketing-manager-first-games-paytm-2-to-5-yrs-jobid-tJuY8pSaezdzpSvf__PLUS__uAgZw==&source=srp
,SEVEN CONSULTANCY,"business rules , machine learning , artificial intelligence , sql , big data",https://www.timesjobs.com/job-detail/data-analys-seven-consultancy-ahmedabad-6-to-8-yrs-jobid-lid7xcynkV5zpSvf__PLUS__uAgZw==&source=srp
,Colgate-Palmolive  ( India ),"data analysis , stakeholder management , data visualization , business engagement , communication skills , information technology , ajax , spring , github , python , soap , business environment , written communication",https://www.timesjobs.com/job-detail/sr-specialist-business-analytics-job-details-colgate-palmolive-company-colgate-palmolive-india-mumbai-2-to-4-yrs-jobid-XtVTdjVYk4lzpSvf__PLUS__uAgZw==&source=srp
,Colgate-Palmolive  ( India ),"data analysis , team management , communication , problem solving , process improvement , authoring , ajax , spring , java , data structures , python , soap , sql , infrastructure",https://www.timesjobs.com/job-detail/sr-specialist-business-analytics-job-details-colgate-palmolive-company-colgate-palmolive-india-mumbai-3-to-5-yrs-jobid-M4n7__PLUS__6yX7x5zpSvf__PLUS__uAgZw==&source=srp
,BOSTON SCIENTIFIC,"distribution management , channel development , relationship building , analytics & reporting , compliance monitoring , sales , presentation , distribution strategies , business growth , distributors , market , sales targets , dealer network , market analysis , relationship management , innovation , marketing",https://www.timesjobs.com/job-detail/senior-lead-distribution-go-to-market-job-details-boston-scientific-boston-scientific-gurgaon-8-to-11-yrs-jobid-syLF7ToeMrFzpSvf__PLUS__uAgZw==&source=srp
,crescendo global,"data analysis , powerbi , azure sql , etl tools , stakeholder engagement , database management , big data , c , visual studio , written communication , sql database",https://www.timesjobs.com/job-detail/analyst-sr-analyst-bi-2-4years-bangalore-pune-hyderabad-job-in-crescendo-global-bengaluru-bangalore-pune-hyderabad-secunderabad-3-to-5-yrs-jobid-hDZ4BfJd4dBzpSvf__PLUS__uAgZw==&source=srp
